Date,M1_Price,M2_Price,M1_Expiration,M2_Expiration,M1_DTE,M2_DTE,VIX_Close,Term_Structure_Ratio_1_0,Term_Structure_Slope_2_1
2010-02-03,22.15,23.55,2010-02-17,2010-03-17,14,42,21.6,1.0254629629629628,1.4000000000000021
2010-02-04,25.6,25.65,2010-02-17,2010-03-17,13,41,26.08,0.98159509202454,0.04999999999999716
2010-02-05,26.1,25.85,2010-02-17,2010-03-17,12,40,26.11,0.9996170049789354,-0.25
2010-02-08,26.4,26.2,2010-02-17,2010-03-17,9,37,26.51,0.9958506224066389,-0.1999999999999993
2010-02-09,25.55,25.65,2010-02-17,2010-03-17,8,36,26.0,0.9826923076923078,0.09999999999999787
2010-02-10,25.5,25.55,2010-02-17,2010-03-17,7,35,25.4,1.0039370078740157,0.05000000000000071
2010-02-11,24.45,24.95,2010-02-17,2010-03-17,6,34,23.96,1.0204507512520868,0.5
2010-02-12,24.45,24.9,2010-02-17,2010-03-17,5,33,22.73,1.0756709194896612,0.4499999999999993
2010-02-16,22.6,23.6,2010-02-17,2010-03-17,1,29,22.25,1.0157303370786517,1.0
2010-02-17,22.75,24.7,2010-03-17,2010-04-21,28,63,21.72,1.0474217311233887,1.9499999999999993
2010-02-18,21.8,24.1,2010-03-17,2010-04-21,27,62,20.63,1.0567135239941834,2.3000000000000007
2010-02-19,21.35,23.7,2010-03-17,2010-04-21,26,61,20.02,1.0664335664335665,2.349999999999998
2010-02-22,20.95,23.25,2010-03-17,2010-04-21,23,58,19.94,1.0506519558676026,2.3000000000000007
2010-02-23,21.65,23.9,2010-03-17,2010-04-21,22,57,21.37,1.013102480112307,2.25
2010-02-24,21.1,23.65,2010-03-17,2010-04-21,21,56,20.27,1.0409472126295019,2.549999999999997
2010-02-25,20.95,23.75,2010-03-17,2010-04-21,20,55,20.1,1.0422885572139302,2.8000000000000007
2010-02-26,20.4,23.5,2010-03-17,2010-04-21,19,54,19.5,1.046153846153846,3.1000000000000014
2010-03-01,20.0,23.05,2010-03-17,2010-04-21,16,51,19.26,1.0384215991692627,3.0500000000000007
2010-03-02,19.8,22.8,2010-03-17,2010-04-21,15,50,19.06,1.038824763903463,3.0
2010-03-03,19.6,22.6,2010-03-17,2010-04-21,14,49,18.83,1.0408921933085504,3.0
2010-03-04,19.6,22.5,2010-03-17,2010-04-21,13,48,18.72,1.047008547008547,2.8999999999999986
2010-03-05,18.55,21.6,2010-03-17,2010-04-21,12,47,17.42,1.0648679678530424,3.0500000000000007
2010-03-08,18.35,21.25,2010-03-17,2010-04-21,9,44,17.79,1.031478358628443,2.8999999999999986
2010-03-09,18.5,21.25,2010-03-17,2010-04-21,8,43,17.92,1.0323660714285714,2.75
2010-03-10,18.6,21.4,2010-03-17,2010-04-21,7,42,18.57,1.001615508885299,2.799999999999997
2010-03-11,18.6,21.6,2010-03-17,2010-04-21,6,41,18.06,1.0299003322259137,3.0
2010-03-12,18.35,21.45,2010-03-17,2010-04-21,5,40,17.58,1.0437997724687147,3.099999999999998
2010-03-15,18.1,21.5,2010-03-17,2010-04-21,2,37,18.0,1.0055555555555555,3.3999999999999986
2010-03-16,17.45,20.9,2010-03-17,2010-04-21,1,36,17.69,0.9864330130016957,3.4499999999999993
2010-03-17,20.1,21.75,2010-04-21,2010-05-19,35,63,16.91,1.1886457717327026,1.6499999999999986
2010-03-18,19.8,21.45,2010-04-21,2010-05-19,34,62,16.62,1.1913357400722022,1.6499999999999986
2010-03-19,20.2,21.7,2010-04-21,2010-05-19,33,61,16.97,1.1903358868591634,1.5
2010-03-22,19.9,21.65,2010-04-21,2010-05-19,30,58,16.87,1.1796087729697686,1.75
2010-03-23,19.45,21.35,2010-04-21,2010-05-19,29,57,16.35,1.1896024464831803,1.9000000000000021
2010-03-24,19.9,21.65,2010-04-21,2010-05-19,28,56,17.55,1.1339031339031338,1.75
2010-03-25,20.1,21.95,2010-04-21,2010-05-19,27,55,18.4,1.0923913043478262,1.8499999999999979
2010-03-26,19.9,21.7,2010-04-21,2010-05-19,26,54,17.77,1.1198649409116488,1.8000000000000007
2010-03-29,19.5,21.25,2010-04-21,2010-05-19,23,51,17.59,1.1085844229675952,1.75
2010-03-30,19.1,21.0,2010-04-21,2010-05-19,22,50,17.13,1.1150029188558086,1.8999999999999986
2010-03-31,18.95,21.0,2010-04-21,2010-05-19,21,49,17.59,1.0773166571915862,2.0500000000000007
2010-04-01,18.8,21.05,2010-04-21,2010-05-19,20,48,17.47,1.0761305094447626,2.25
2010-04-05,18.0,20.35,2010-04-21,2010-05-19,16,44,17.02,1.0575793184488838,2.3500000000000014
2010-04-06,17.45,19.85,2010-04-21,2010-05-19,15,43,16.23,1.0751694393099198,2.400000000000002
2010-04-07,17.9,20.1,2010-04-21,2010-05-19,14,42,16.62,1.0770156438026472,2.200000000000003
2010-04-08,17.45,19.85,2010-04-21,2010-05-19,13,41,16.48,1.0588592233009708,2.400000000000002
2010-04-09,17.2,19.65,2010-04-21,2010-05-19,12,40,16.14,1.0656753407682775,2.4499999999999993
2010-04-12,17.1,19.65,2010-04-21,2010-05-19,9,37,15.58,1.0975609756097562,2.549999999999997
2010-04-13,17.15,19.75,2010-04-21,2010-05-19,8,36,16.2,1.058641975308642,2.6000000000000014
2010-04-14,16.7,19.3,2010-04-21,2010-05-19,7,35,15.59,1.0711994868505452,2.6000000000000014
2010-04-15,16.7,19.3,2010-04-21,2010-05-19,6,34,15.89,1.0509754562618,2.6000000000000014
2010-04-16,18.2,19.95,2010-04-21,2010-05-19,5,33,18.36,0.9912854030501089,1.75
2010-04-19,17.4,19.5,2010-04-21,2010-05-19,2,30,17.34,1.0034602076124566,2.1000000000000014
2010-04-20,16.0,18.6,2010-04-21,2010-05-19,1,29,15.73,1.0171646535282899,2.6000000000000014
2010-04-21,18.7,20.75,2010-05-19,2010-06-16,28,56,16.32,1.1458333333333333,2.0500000000000007
2010-04-22,18.65,20.75,2010-05-19,2010-06-16,27,55,16.47,1.1323618700667881,2.1000000000000014
2010-04-23,18.5,20.75,2010-05-19,2010-06-16,26,54,16.62,1.1131167268351383,2.25
2010-04-26,18.75,20.95,2010-05-19,2010-06-16,23,51,17.47,1.0732684602175158,2.1999999999999993
2010-04-27,21.05,22.4,2010-05-19,2010-06-16,22,50,22.81,0.9228408592722491,1.3499999999999979
2010-04-28,20.8,22.2,2010-05-19,2010-06-16,21,49,21.08,0.9867172675521823,1.3999999999999986
2010-04-29,19.65,21.65,2010-05-19,2010-06-16,20,48,18.44,1.0656182212581344,2.0
2010-04-30,21.6,23.0,2010-05-19,2010-06-16,19,47,22.05,0.979591836734694,1.3999999999999986
2010-05-03,20.55,22.6,2010-05-19,2010-06-16,16,44,20.19,1.0178306092124814,2.0500000000000007
2010-05-04,23.0,24.45,2010-05-19,2010-06-16,15,43,23.84,0.964765100671141,1.4499999999999993
2010-05-05,24.15,25.45,2010-05-19,2010-06-16,14,42,24.91,0.969490164592533,1.3000000000000007
2010-05-06,29.2,29.1,2010-05-19,2010-06-16,13,41,32.8,0.8902439024390244,-0.09999999999999787
2010-05-07,32.95,30.95,2010-05-19,2010-06-16,12,40,40.95,0.8046398046398047,-2.0000000000000036
2010-05-10,27.45,27.05,2010-05-19,2010-06-16,9,37,28.84,0.9518030513176144,-0.3999999999999986
2010-05-11,27.1,27.05,2010-05-19,2010-06-16,8,36,28.32,0.9569209039548023,-0.05000000000000071
2010-05-12,25.05,25.8,2010-05-19,2010-06-16,7,35,25.52,0.9815830721003135,0.75
2010-05-13,25.85,26.4,2010-05-19,2010-06-16,6,34,26.68,0.9688905547226387,0.5499999999999972
2010-05-14,30.1,28.75,2010-05-19,2010-06-16,5,33,31.24,0.9635083226632524,-1.3500000000000014
2010-05-17,30.3,29.0,2010-05-19,2010-06-16,2,30,30.84,0.9824902723735409,-1.3000000000000007
2010-05-18,32.7,30.95,2010-05-19,2010-06-16,1,29,33.55,0.9746646795827125,-1.7500000000000036
2010-05-19,31.65,32.05,2010-06-16,2010-07-21,28,63,35.32,0.896092865232163,0.3999999999999986
2010-05-20,35.95,35.7,2010-06-16,2010-07-21,27,62,45.79,0.785105918322778,-0.25
2010-05-21,35.75,35.7,2010-06-16,2010-07-21,26,61,40.1,0.8915211970074812,-0.04999999999999716
2010-05-24,35.1,35.1,2010-06-16,2010-07-21,23,58,38.32,0.9159707724425887,0.0
2010-05-25,33.75,34.1,2010-06-16,2010-07-21,22,57,34.61,0.9751516902629298,0.3500000000000014
2010-05-26,32.8,33.3,2010-06-16,2010-07-21,21,56,35.02,0.9366076527698456,0.5
2010-05-27,29.65,30.95,2010-06-16,2010-07-21,20,55,29.68,0.9989892183288409,1.3000000000000007
2010-05-28,30.4,31.3,2010-06-16,2010-07-21,19,54,32.07,0.94792641097599,0.9000000000000021
2010-06-01,32.55,32.65,2010-06-16,2010-07-21,15,50,35.54,0.9158694428812605,0.10000000000000142
2010-06-02,29.85,31.0,2010-06-16,2010-07-21,14,49,30.17,0.9893934371892609,1.1499999999999986
2010-06-03,29.6,30.7,2010-06-16,2010-07-21,13,48,29.46,1.0047522063815344,1.0999999999999979
2010-06-04,33.55,32.8,2010-06-16,2010-07-21,12,47,35.48,0.9456031567080045,-0.75
2010-06-07,35.45,34.1,2010-06-16,2010-07-21,9,44,36.57,0.9693738036642057,-1.3500000000000014
2010-06-08,33.45,32.95,2010-06-16,2010-07-21,8,43,33.7,0.9925816023738873,-0.5
2010-06-09,33.4,33.35,2010-06-16,2010-07-21,7,42,33.73,0.9902164245478803,-0.04999999999999716
2010-06-10,30.65,31.55,2010-06-16,2010-07-21,6,41,30.57,1.0026169447170428,0.9000000000000021
2010-06-11,29.3,30.9,2010-06-16,2010-07-21,5,40,28.79,1.0177144841959014,1.5999999999999979
2010-06-14,28.55,30.3,2010-06-16,2010-07-21,2,37,28.58,0.9989503149055284,1.75
2010-06-15,25.85,28.55,2010-06-16,2010-07-21,1,36,25.87,0.9992269037495168,2.6999999999999993
2010-06-16,27.8,28.95,2010-07-21,2010-08-18,35,63,25.92,1.0725308641975309,1.1499999999999986
2010-06-17,27.3,28.6,2010-07-21,2010-08-18,34,62,25.05,1.089820359281437,1.3000000000000007
2010-06-18,26.85,28.0,2010-07-21,2010-08-18,33,61,23.95,1.1210855949895617,1.1499999999999986
2010-06-21,27.1,28.15,2010-07-21,2010-08-18,30,58,24.88,1.0892282958199357,1.0499999999999972
2010-06-22,28.4,29.0,2010-07-21,2010-08-18,29,57,27.05,1.0499075785582255,0.6000000000000014
2010-06-23,28.75,29.55,2010-07-21,2010-08-18,28,56,26.91,1.0683760683760684,0.8000000000000007
2010-06-24,30.65,30.8,2010-07-21,2010-08-18,27,55,29.74,1.0305985205110961,0.15000000000000213
2010-06-25,29.75,30.35,2010-07-21,2010-08-18,26,54,28.53,1.0427620049071153,0.6000000000000014
2010-06-28,30.15,31.05,2010-07-21,2010-08-18,23,51,29.0,1.039655172413793,0.9000000000000021
2010-06-29,33.5,33.45,2010-07-21,2010-08-18,22,50,34.13,0.9815411661295048,-0.04999999999999716
2010-06-30,33.9,34.15,2010-07-21,2010-08-18,21,49,34.54,0.9814707585408222,0.25
2010-07-01,33.35,34.15,2010-07-21,2010-08-18,20,48,32.86,1.0149117468046258,0.7999999999999972
2010-07-02,32.05,33.4,2010-07-21,2010-08-18,19,47,30.12,1.0640770252324037,1.3500000000000014
2010-07-06,29.8,31.9,2010-07-21,2010-08-18,15,43,29.65,1.0050590219224285,2.099999999999998
2010-07-07,27.6,30.05,2010-07-21,2010-08-18,14,42,26.84,1.0283159463487332,2.4499999999999993
2010-07-08,27.05,29.5,2010-07-21,2010-08-18,13,41,25.71,1.0521197977440684,2.4499999999999993
2010-07-09,26.55,29.05,2010-07-21,2010-08-18,12,40,24.98,1.0628502802241793,2.5
2010-07-12,25.85,28.35,2010-07-21,2010-08-18,9,37,24.43,1.0581252558329923,2.5
2010-07-13,25.8,28.15,2010-07-21,2010-08-18,8,36,24.56,1.0504885993485342,2.349999999999998
2010-07-14,26.75,28.95,2010-07-21,2010-08-18,7,35,24.89,1.0747288067496987,2.1999999999999993
2010-07-15,26.5,29.3,2010-07-21,2010-08-18,6,34,25.14,1.0540970564836913,2.8000000000000007
2010-07-16,28.1,30.6,2010-07-21,2010-08-18,5,33,26.25,1.0704761904761906,2.5
2010-07-19,26.8,30.3,2010-07-21,2010-08-18,2,30,25.97,1.031959953792838,3.5
2010-07-20,24.4,28.5,2010-07-21,2010-08-18,1,29,23.93,1.019640618470539,4.100000000000001
2010-07-21,28.85,31.45,2010-08-18,2010-09-15,28,56,25.64,1.1251950078003121,2.599999999999998
2010-07-22,27.3,30.2,2010-08-18,2010-09-15,27,55,24.63,1.1084043848964678,2.8999999999999986
2010-07-23,26.6,29.6,2010-08-18,2010-09-15,26,54,23.47,1.1333617383894334,3.0
2010-07-26,25.55,28.75,2010-08-18,2010-09-15,23,51,22.73,1.1240651121865377,3.1999999999999993
2010-07-27,25.45,28.45,2010-08-18,2010-09-15,22,50,23.19,1.0974557999137557,3.0
2010-07-28,25.75,28.8,2010-08-18,2010-09-15,21,49,24.25,1.0618556701030928,3.0500000000000007
2010-07-29,25.75,28.75,2010-08-18,2010-09-15,20,48,24.13,1.0671363447990054,3.0
2010-07-30,25.45,28.6,2010-08-18,2010-09-15,19,47,23.5,1.0829787234042554,3.150000000000002
2010-08-02,23.85,27.15,2010-08-18,2010-09-15,16,44,22.01,1.0835983643798273,3.299999999999997
2010-08-03,24.1,27.5,2010-08-18,2010-09-15,15,43,22.63,1.0649580203269997,3.3999999999999986
2010-08-04,23.75,27.35,2010-08-18,2010-09-15,14,42,22.21,1.069338135974786,3.6000000000000014
2010-08-05,23.8,27.65,2010-08-18,2010-09-15,13,41,22.1,1.0769230769230769,3.849999999999998
2010-08-06,23.7,27.75,2010-08-18,2010-09-15,12,40,21.74,1.0901563937442502,4.050000000000001
2010-08-09,23.1,27.4,2010-08-18,2010-09-15,9,37,22.14,1.043360433604336,4.299999999999997
2010-08-10,23.25,27.55,2010-08-18,2010-09-15,8,36,22.37,1.0393383996423782,4.300000000000001
2010-08-11,25.7,29.6,2010-08-18,2010-09-15,7,35,25.39,1.01220953131154,3.900000000000002
2010-08-12,26.15,30.05,2010-08-18,2010-09-15,6,34,25.73,1.0163233579479207,3.900000000000002
2010-08-13,26.75,30.7,2010-08-18,2010-09-15,5,33,26.24,1.0194359756097562,3.9499999999999993
2010-08-16,26.0,30.35,2010-08-18,2010-09-15,2,30,26.1,0.9961685823754789,4.350000000000001
2010-08-17,24.35,29.45,2010-08-18,2010-09-15,1,29,24.33,1.0008220304151254,5.099999999999998
2010-08-18,29.0,31.1,2010-09-15,2010-10-20,28,63,24.59,1.1793411956079707,2.1000000000000014
2010-08-19,29.9,32.15,2010-09-15,2010-10-20,27,62,26.44,1.1308623298033282,2.25
2010-08-20,29.6,32.25,2010-09-15,2010-10-20,26,61,25.49,1.1612397018438605,2.6499999999999986
2010-08-23,29.0,32.15,2010-09-15,2010-10-20,23,58,25.66,1.1301636788776306,3.1499999999999986
2010-08-24,29.8,32.85,2010-09-15,2010-10-20,22,57,27.46,1.0852148579752368,3.0500000000000007
2010-08-25,29.15,32.3,2010-09-15,2010-10-20,21,56,26.7,1.091760299625468,3.1499999999999986
2010-08-26,29.55,32.5,2010-09-15,2010-10-20,20,55,27.37,1.0796492510047497,2.9499999999999993
2010-08-27,27.55,30.9,2010-09-15,2010-10-20,19,54,24.45,1.1267893660531698,3.349999999999998
2010-08-30,28.45,31.75,2010-09-15,2010-10-20,16,51,27.21,1.045571481073135,3.3000000000000007
2010-08-31,27.9,31.25,2010-09-15,2010-10-20,15,50,26.05,1.0710172744721689,3.3500000000000014
2010-09-01,25.8,29.75,2010-09-15,2010-10-20,14,49,23.89,1.07994976977815,3.9499999999999993
2010-09-02,25.0,29.15,2010-09-15,2010-10-20,13,48,23.19,1.0780508840017249,4.149999999999999
2010-09-03,23.6,27.85,2010-09-15,2010-10-20,12,47,21.31,1.1074612857813235,4.25
2010-09-07,24.45,28.6,2010-09-15,2010-10-20,8,43,23.8,1.0273109243697478,4.150000000000002
2010-09-08,23.85,27.85,2010-09-15,2010-10-20,7,42,23.25,1.0258064516129033,4.0
2010-09-09,23.75,27.55,2010-09-15,2010-10-20,6,41,22.81,1.041209995615958,3.8000000000000007
2010-09-10,23.05,27.0,2010-09-15,2010-10-20,5,40,21.99,1.0482037289677126,3.9499999999999993
2010-09-13,21.7,25.7,2010-09-15,2010-10-20,2,37,21.21,1.023102310231023,4.0
2010-09-14,21.7,25.7,2010-09-15,2010-10-20,1,36,21.56,1.0064935064935066,4.0
2010-09-15,25.2,27.45,2010-10-20,2010-11-17,35,63,22.1,1.1402714932126696,2.25
2010-09-16,25.1,27.6,2010-10-20,2010-11-17,34,62,21.72,1.1556169429097607,2.5
2010-09-17,25.05,27.8,2010-10-20,2010-11-17,33,61,22.01,1.1381190368014538,2.75
2010-09-20,24.35,27.35,2010-10-20,2010-11-17,30,58,21.5,1.1325581395348838,3.0
2010-09-21,24.45,27.4,2010-10-20,2010-11-17,29,57,22.35,1.093959731543624,2.9499999999999993
2010-09-22,24.95,27.65,2010-10-20,2010-11-17,28,56,22.51,1.1083962683251887,2.6999999999999993
2010-09-23,25.8,28.25,2010-10-20,2010-11-17,27,55,23.87,1.080854629241726,2.4499999999999993
2010-09-24,24.2,27.2,2010-10-20,2010-11-17,26,54,21.71,1.114693689543989,3.0
2010-09-27,24.35,27.25,2010-10-20,2010-11-17,23,51,22.54,1.080301685891748,2.8999999999999986
2010-09-28,24.3,27.25,2010-10-20,2010-11-17,22,50,22.6,1.075221238938053,2.9499999999999993
2010-09-29,24.7,27.65,2010-10-20,2010-11-17,21,49,23.25,1.0623655913978494,2.9499999999999993
2010-09-30,25.45,28.2,2010-10-20,2010-11-17,20,48,23.7,1.0738396624472575,2.75
2010-10-01,24.75,27.85,2010-10-20,2010-11-17,19,47,22.5,1.1,3.1000000000000014
2010-10-04,25.15,28.2,2010-10-20,2010-11-17,16,44,23.53,1.06884827879303,3.0500000000000007
2010-10-05,23.65,27.05,2010-10-20,2010-11-17,15,43,21.76,1.0868566176470587,3.400000000000002
2010-10-06,23.25,26.8,2010-10-20,2010-11-17,14,42,21.49,1.0818985574685902,3.5500000000000007
2010-10-07,22.95,26.7,2010-10-20,2010-11-17,13,41,21.56,1.0644712430426717,3.75
2010-10-08,21.95,25.7,2010-10-20,2010-11-17,12,40,20.71,1.0598744567841623,3.75
2010-10-11,21.3,25.1,2010-10-20,2010-11-17,9,37,18.96,1.1234177215189873,3.8000000000000007
2010-10-12,20.65,24.25,2010-10-20,2010-11-17,8,36,18.93,1.0908610670892762,3.6000000000000014
2010-10-13,20.65,23.55,2010-10-20,2010-11-17,7,35,19.07,1.0828526481384373,2.900000000000002
2010-10-14,21.55,24.2,2010-10-20,2010-11-17,6,34,19.88,1.0840040241448694,2.6499999999999986
2010-10-15,20.95,24.05,2010-10-20,2010-11-17,5,33,19.03,1.1008933263268523,3.1000000000000014
2010-10-18,19.85,23.3,2010-10-20,2010-11-17,2,30,19.09,1.0398114195914092,3.4499999999999993
2010-10-19,20.95,23.85,2010-10-20,2010-11-17,1,29,20.63,1.0155113911778963,2.900000000000002
2010-10-20,22.6,25.05,2010-11-17,2010-12-22,28,63,19.79,1.141990904497221,2.4499999999999993
2010-10-21,22.0,24.65,2010-11-17,2010-12-22,27,62,19.27,1.141670991177997,2.6499999999999986
2010-10-22,21.1,23.95,2010-11-17,2010-12-22,26,61,18.78,1.123535676251331,2.849999999999998
2010-10-25,20.95,23.7,2010-11-17,2010-12-22,23,58,19.85,1.0554156171284634,2.75
2010-10-26,21.4,23.9,2010-11-17,2010-12-22,22,57,20.22,1.0583580613254204,2.5
2010-10-27,21.85,24.2,2010-11-17,2010-12-22,21,56,20.71,1.0550458715596331,2.349999999999998
2010-10-28,21.75,24.3,2010-11-17,2010-12-22,20,55,20.88,1.0416666666666667,2.5500000000000007
2010-10-29,21.75,24.25,2010-11-17,2010-12-22,19,54,21.2,1.025943396226415,2.5
2010-11-01,21.55,24.2,2010-11-17,2010-12-22,16,51,21.83,0.9871736142922585,2.6499999999999986
2010-11-02,21.0,23.75,2010-11-17,2010-12-22,15,50,21.57,0.9735744089012517,2.75
2010-11-03,19.8,22.35,2010-11-17,2010-12-22,14,49,19.56,1.012269938650307,2.5500000000000007
2010-11-04,18.5,21.0,2010-11-17,2010-12-22,13,48,18.52,0.9989200863930886,2.5
2010-11-05,18.55,20.95,2010-11-17,2010-12-22,12,47,18.26,1.015881708652793,2.3999999999999986
2010-11-08,18.7,21.05,2010-11-17,2010-12-22,9,44,18.29,1.0224166211044288,2.3500000000000014
2010-11-09,18.9,21.1,2010-11-17,2010-12-22,8,43,19.08,0.9905660377358491,2.200000000000003
2010-11-10,18.65,20.9,2010-11-17,2010-12-22,7,42,18.47,1.0097455332972387,2.25
2010-11-11,18.95,21.05,2010-11-17,2010-12-22,6,41,18.64,1.0166309012875536,2.1000000000000014
2010-11-12,20.35,22.25,2010-11-17,2010-12-22,5,40,20.61,0.9873847646773412,1.8999999999999986
2010-11-15,19.75,21.95,2010-11-17,2010-12-22,2,37,20.2,0.9777227722772277,2.1999999999999993
2010-11-16,22.25,22.8,2010-11-17,2010-12-22,1,36,22.58,0.9853852967227635,0.5500000000000007
2010-11-17,22.3,25.4,2010-12-22,2011-01-19,35,63,21.76,1.024816176470588,3.099999999999998
2010-11-18,20.75,24.2,2010-12-22,2011-01-19,34,62,18.75,1.1066666666666667,3.4499999999999993
2010-11-19,20.5,23.9,2010-12-22,2011-01-19,33,61,18.04,1.1363636363636365,3.3999999999999986
2010-11-22,19.8,23.25,2010-12-22,2011-01-19,30,58,18.37,1.0778443113772456,3.4499999999999993
2010-11-23,20.75,24.1,2010-12-22,2011-01-19,29,57,20.63,1.0058167716917112,3.3500000000000014
2010-11-24,19.8,23.3,2010-12-22,2011-01-19,28,56,19.56,1.012269938650307,3.5
2010-11-26,21.25,24.25,2010-12-22,2011-01-19,26,54,22.22,0.9563456345634564,3.0
2010-11-29,21.45,24.5,2010-12-22,2011-01-19,23,51,21.53,0.9962842545285647,3.0500000000000007
2010-11-30,23.2,25.8,2010-12-22,2011-01-19,22,50,23.54,0.9855564995751912,2.6000000000000014
2010-12-01,21.9,24.75,2010-12-22,2011-01-19,21,49,21.36,1.0252808988764044,2.8500000000000014
2010-12-02,19.85,23.0,2010-12-22,2011-01-19,20,48,19.39,1.0237235688499227,3.1499999999999986
2010-12-03,19.05,22.15,2010-12-22,2011-01-19,19,47,18.01,1.0577456968350916,3.099999999999998
2010-12-06,18.6,21.6,2010-12-22,2011-01-19,16,44,18.02,1.0321864594894563,3.0
2010-12-07,18.6,21.45,2010-12-22,2011-01-19,15,43,17.99,1.0339077265147305,2.849999999999998
2010-12-08,18.2,20.7,2010-12-22,2011-01-19,14,42,17.74,1.0259301014656146,2.5
2010-12-09,18.0,20.2,2010-12-22,2011-01-19,13,41,17.25,1.0434782608695652,2.1999999999999993
2010-12-10,18.05,20.05,2010-12-22,2011-01-19,12,40,17.61,1.0249858035207269,2.0
2010-12-13,18.3,20.3,2010-12-22,2011-01-19,9,37,17.55,1.0427350427350428,2.0
2010-12-14,18.7,20.45,2010-12-22,2011-01-19,8,36,17.61,1.0618966496308915,1.75
2010-12-15,19.05,20.8,2010-12-22,2011-01-19,7,35,17.94,1.0618729096989967,1.75
2010-12-16,18.4,20.5,2010-12-22,2011-01-19,6,34,17.39,1.0580793559516963,2.1000000000000014
2010-12-17,17.6,20.25,2010-12-22,2011-01-19,5,33,16.11,1.0924891371818748,2.6499999999999986
2010-12-20,16.75,19.65,2010-12-22,2011-01-19,2,30,16.41,1.0207190737355272,2.8999999999999986
2010-12-21,16.75,19.25,2010-12-22,2011-01-19,1,29,16.49,1.0157671315949062,2.5
2010-12-22,19.25,21.3,2011-01-19,2011-02-16,28,56,15.45,1.2459546925566343,2.0500000000000007
2010-12-23,19.85,21.55,2011-01-19,2011-02-16,27,55,16.47,1.2052216150576809,1.6999999999999993
2010-12-27,20.45,21.75,2011-01-19,2011-02-16,23,51,17.67,1.1573288058856819,1.3000000000000007
2010-12-28,20.55,21.9,2011-01-19,2011-02-16,22,50,17.52,1.172945205479452,1.3499999999999979
2010-12-29,20.25,21.85,2011-01-19,2011-02-16,21,49,17.28,1.171875,1.6000000000000014
2010-12-30,20.1,21.7,2011-01-19,2011-02-16,20,48,17.52,1.1472602739726028,1.5999999999999979
2010-12-31,19.7,21.6,2011-01-19,2011-02-16,19,47,17.75,1.1098591549295773,1.9000000000000021
2011-01-03,19.3,21.35,2011-01-19,2011-02-16,16,44,17.61,1.0959681998864284,2.0500000000000007
2011-01-04,19.1,21.3,2011-01-19,2011-02-16,15,43,17.38,1.0989643268124283,2.1999999999999993
2011-01-05,18.7,20.95,2011-01-19,2011-02-16,14,42,17.02,1.098707403055229,2.25
2011-01-06,18.65,20.9,2011-01-19,2011-02-16,13,41,17.4,1.0718390804597702,2.25
2011-01-07,18.7,21.0,2011-01-19,2011-02-16,12,40,17.14,1.0910151691948657,2.3000000000000007
2011-01-10,18.65,21.0,2011-01-19,2011-02-16,9,37,17.54,1.0632839224629418,2.3500000000000014
2011-01-11,17.95,20.4,2011-01-19,2011-02-16,8,36,16.89,1.0627590290112492,2.4499999999999993
2011-01-12,17.0,19.45,2011-01-19,2011-02-16,7,35,16.24,1.0467980295566504,2.4499999999999993
2011-01-13,16.95,19.3,2011-01-19,2011-02-16,6,34,16.39,1.0341671751067723,2.3500000000000014
2011-01-14,16.25,18.4,2011-01-19,2011-02-16,5,33,15.46,1.0510996119016818,2.1499999999999986
2011-01-18,15.9,17.85,2011-01-19,2011-02-16,1,29,15.87,1.001890359168242,1.950000000000001
2011-01-19,18.75,20.9,2011-02-16,2011-03-16,28,56,17.31,1.0831889081455808,2.1499999999999986
2011-01-20,18.65,20.85,2011-02-16,2011-03-16,27,55,17.99,1.0366870483602002,2.200000000000003
2011-01-21,18.85,21.0,2011-02-16,2011-03-16,26,54,18.47,1.020573903627504,2.1499999999999986
2011-01-24,18.4,20.55,2011-02-16,2011-03-16,23,51,17.65,1.0424929178470255,2.150000000000002
2011-01-25,18.2,20.35,2011-02-16,2011-03-16,22,50,17.59,1.0346787947697555,2.150000000000002
2011-01-26,17.55,19.75,2011-02-16,2011-03-16,21,49,16.64,1.0546875,2.1999999999999993
2011-01-27,17.25,19.4,2011-02-16,2011-03-16,20,48,16.15,1.0681114551083593,2.1499999999999986
2011-01-28,19.4,20.65,2011-02-16,2011-03-16,19,47,20.04,0.968063872255489,1.25
2011-01-31,19.1,20.45,2011-02-16,2011-03-16,16,44,19.53,0.9779825908858167,1.3499999999999979
2011-02-01,17.95,19.6,2011-02-16,2011-03-16,15,43,17.63,1.0181508791832103,1.6500000000000021
2011-02-02,18.05,19.55,2011-02-16,2011-03-16,14,42,17.3,1.0433526011560694,1.5
2011-02-03,17.7,19.35,2011-02-16,2011-03-16,13,41,16.69,1.0605152786099459,1.6500000000000021
2011-02-04,17.25,18.85,2011-02-16,2011-03-16,12,40,15.93,1.0828625235404896,1.6000000000000014
2011-02-07,16.95,18.45,2011-02-16,2011-03-16,9,37,16.28,1.0411547911547911,1.5
2011-02-08,16.85,18.2,2011-02-16,2011-03-16,8,36,15.81,1.0657811511701456,1.3499999999999979
2011-02-09,16.85,18.25,2011-02-16,2011-03-16,7,35,15.87,1.0617517328292376,1.3999999999999986
2011-02-10,16.9,18.3,2011-02-16,2011-03-16,6,34,16.09,1.050341827221877,1.4000000000000021
2011-02-11,16.6,18.05,2011-02-16,2011-03-16,5,33,15.69,1.0579987253027408,1.4499999999999993
